                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    147,                0.75949,                0.74015,                 1.2983,                 0.8192,                0.33333,                0.26433,                0.05592,                 2.8224,                 2.9563,                  2.279,              0.0014261,              0.0014261,              0.0014261
                    148,                0.81032,                0.76754,                 1.2247,                  0.724,                0.33333,                0.20054,                0.03692,                 2.8695,                  2.668,                 1.9823,              0.0014244,              0.0014244,              0.0014244
                    149,                0.78748,                0.69501,                 1.2058,                  0.724,                0.33333,                0.20054,                0.03692,                 2.8695,                  2.668,                 1.9823,              0.0014228,              0.0014228,              0.0014228
                    150,                0.96193,                0.83159,                 1.2853,                0.27083,                0.33333,                0.25278,                0.10389,                  3.189,                 2.4182,                  2.315,              0.0014211,              0.0014211,              0.0014211
                    151,                0.76276,                 0.7862,                 1.2389,                0.30618,                0.33333,                 0.2091,                 0.0915,                 3.1358,                 2.3332,                  2.322,              0.0014195,              0.0014195,              0.0014195
                    152,                0.84481,                0.81288,                 1.2259,                0.57804,                0.66667,                0.47098,                0.10304,                 2.9351,                 2.2064,                 1.9807,              0.0014178,              0.0014178,              0.0014178
                    153,                0.86065,                0.85133,                 1.2558,                0.57804,                0.66667,                0.47098,                0.10304,                 2.9351,                 2.2064,                 1.9807,              0.0014161,              0.0014161,              0.0014161
                    154,                 0.8666,                0.81099,                 1.2602,                0.86754,                0.68947,                0.83332,                0.19617,                 2.8137,                 2.0005,                  1.652,              0.0014145,              0.0014145,              0.0014145
                    155,                0.83342,                0.89161,                 1.2658,                0.90311,                0.65351,                 0.7695,                0.21079,                 2.7782,                  1.837,                 1.6628,              0.0014128,              0.0014128,              0.0014128
                    156,                0.86228,                0.81813,                 1.2568,                0.82263,                0.66667,                0.74115,                0.21866,                 2.7285,                 1.8338,                 1.6609,              0.0014112,              0.0014112,              0.0014112
                    157,                0.82813,                0.77498,                 1.2125,                0.82263,                0.66667,                0.74115,                0.21866,                 2.7285,                 1.8338,                 1.6609,              0.0014095,              0.0014095,              0.0014095
                    158,                0.75549,                0.74782,                 1.2427,                0.94961,                    0.5,                0.65198,                0.18303,                 2.8618,                 2.0341,                 1.7317,              0.0014079,              0.0014079,              0.0014079
                    159,                0.76176,                0.74978,                 1.2323,                      1,                 0.4714,                0.67181,                0.17648,                 2.7986,                 2.4532,                 1.8123,              0.0014062,              0.0014062,              0.0014062
                    160,                0.85475,                0.79192,                  1.238,                0.63662,                0.66667,                0.67218,                0.16902,                 2.8268,                 2.2779,                 1.8185,              0.0014046,              0.0014046,              0.0014046
                    161,                0.89666,                0.84604,                 1.2858,                0.63662,                0.66667,                0.67218,                0.16902,                 2.8268,                 2.2779,                 1.8185,              0.0014029,              0.0014029,              0.0014029
                    162,                0.80346,                0.79188,                 1.2755,                0.73767,                0.78454,                0.66851,                0.20225,                 2.9216,                 1.9124,                 1.7512,              0.0014013,              0.0014013,              0.0014013
                    163,                0.99145,                0.87928,                 1.2949,                 0.7457,                0.65841,                0.65402,                0.20861,                 2.9248,                 1.7978,                 1.7291,              0.0013996,              0.0013996,              0.0013996
                    164,                 0.9291,                0.77626,                 1.1954,                0.91648,                0.82785,                0.83067,                0.21973,                 2.9365,                 1.6162,                 1.6281,               0.001398,               0.001398,               0.001398
                    165,                0.78722,                0.78379,                 1.2424,                0.91648,                0.82785,                0.83067,                0.21973,                 2.9365,                 1.6162,                 1.6281,              0.0013963,              0.0013963,              0.0013963
                    166,                0.99221,                0.92709,                 1.3628,                0.89399,                0.83333,                0.83069,                0.26699,                 2.8547,                 1.4928,                 1.6306,              0.0013947,              0.0013947,              0.0013947
                    167,                0.85534,                0.73229,                 1.2464,                0.85991,                0.83333,                0.83059,                0.19982,                 3.0368,                 1.7068,                 1.7675,               0.001393,               0.001393,               0.001393
                    168,                0.86377,                0.80014,                 1.2147,                0.93853,                0.66667,                0.76468,                0.20745,                 3.1331,                 1.9885,                 1.9461,              0.0013914,              0.0013914,              0.0013914
                    169,                0.80798,                  0.763,                 1.2668,                0.93853,                0.66667,                0.76468,                0.20745,                 3.1331,                 1.9885,                 1.9461,              0.0013897,              0.0013897,              0.0013897
                    170,                0.81299,                0.73845,                  1.245,                0.86106,                 0.7956,                0.83075,                0.22292,                 3.1829,                 2.1156,                 1.8558,              0.0013881,              0.0013881,              0.0013881
                    171,                0.76435,                0.66522,                 1.2226,                0.95285,                0.83333,                0.83063,                0.25019,                 3.0398,                 1.9902,                 1.7487,              0.0013864,              0.0013864,              0.0013864
                    172,                0.79805,                0.72411,                 1.2385,                0.96376,                0.83333,                0.83061,                0.24013,                 2.8843,                 1.7085,                 1.7309,              0.0013848,              0.0013848,              0.0013848
                    173,                0.76976,                0.69626,                 1.2099,                0.96376,                0.83333,                0.83061,                0.24013,                 2.8843,                 1.7085,                 1.7309,              0.0013831,              0.0013831,              0.0013831
                    174,                0.71281,                0.71101,                 1.2341,                0.98316,                0.83333,                0.83075,                0.23618,                 2.7311,                 1.6415,                 1.9205,              0.0013815,              0.0013815,              0.0013815
                    175,                0.72538,                 0.6831,                 1.2422,                0.98177,                0.81702,                0.83811,                0.19264,                 2.7674,                 1.6636,                 2.2265,              0.0013798,              0.0013798,              0.0013798
                    176,                0.77764,                0.69543,                 1.2238,                 0.9836,                0.82324,                 0.8795,                0.25528,                 2.7185,                  1.466,                 1.9231,              0.0013782,              0.0013782,              0.0013782
                    177,                0.84274,                0.75908,                 1.2954,                 0.9836,                0.82324,                 0.8795,                0.25528,                 2.7185,                  1.466,                 1.9231,              0.0013765,              0.0013765,              0.0013765
                    178,                0.88333,                0.82972,                 1.2668,                0.81229,                0.66667,                0.73968,                0.23978,                 2.7261,                 1.8153,                  1.811,              0.0013749,              0.0013749,              0.0013749
                    179,                0.79487,                0.77485,                 1.2237,                0.74699,                0.81429,                0.58194,                0.18972,                 2.8519,                  1.773,                 1.7234,              0.0013732,              0.0013732,              0.0013732
                    180,                0.82833,                0.77928,                 1.2132,                0.69528,                0.65714,                0.73453,                0.15745,                 2.9132,                 1.7958,                 1.7411,              0.0013716,              0.0013716,              0.0013716
                    181,                0.80537,                0.71674,                 1.2693,                0.69528,                0.65714,                0.73453,                0.15745,                 2.9132,                 1.7958,                 1.7411,              0.0013699,              0.0013699,              0.0013699
                    182,                 1.0057,                0.93938,                 1.3165,                0.60578,                0.66667,                0.71339,                0.16515,                 2.7763,                 2.1661,                  1.563,              0.0013683,              0.0013683,              0.0013683
                    183,                 0.8122,                0.77302,                 1.1954,                0.95931,                    0.5,                0.70333,                0.14906,                 2.6923,                 2.3722,                 1.7171,              0.0013666,              0.0013666,              0.0013666
                    184,                 0.8949,                0.85632,                 1.2422,                0.80414,                0.66667,                0.67152,                0.17637,                 3.0499,                 2.0085,                 1.8202,               0.001365,               0.001365,               0.001365
                    185,                0.79298,                0.75749,                 1.1941,                0.80414,                0.66667,                0.67152,                0.17637,                 3.0499,                 2.0085,                 1.8202,              0.0013633,              0.0013633,              0.0013633
                    186,                 0.7235,                0.71616,                 1.2008,                0.79402,                0.73665,                0.83077,                0.18786,                 2.9828,                 1.8918,                 1.7624,              0.0013617,              0.0013617,              0.0013617
                    187,                0.81778,                  0.741,                 1.1986,                0.97894,                    0.5,                0.57665,                0.09957,                 2.6412,                 2.4231,                 1.7191,                0.00136,                0.00136,                0.00136
                    188,                 0.7054,                0.72455,                 1.2014,                0.86382,                    0.5,                0.50859,                0.08303,                 2.6138,                 2.7096,                 1.7037,              0.0013584,              0.0013584,              0.0013584
                    189,                0.62535,                0.60696,                 1.1666,                0.86382,                    0.5,                0.50859,                0.08303,                 2.6138,                 2.7096,                 1.7037,              0.0013567,              0.0013567,              0.0013567
                    190,                0.75353,                0.77891,                 1.1847,                0.79782,                0.33333,                0.32163,                0.06777,                 2.6409,                 2.5765,                 1.5328,              0.0013551,              0.0013551,              0.0013551
                    191,                0.79963,                0.75034,                 1.1604,                 0.4055,                0.69226,                0.71578,                0.18529,                 2.6671,                 2.0091,                 1.4156,              0.0013534,              0.0013534,              0.0013534
                    192,                0.72927,                 0.6379,                 1.1746,                0.71887,                0.83842,                  0.995,                0.26817,                 2.5836,                 1.6395,                 1.3418,              0.0013518,              0.0013518,              0.0013518
                    193,                0.73747,                0.69807,                 1.1441,                0.71887,                0.83842,                  0.995,                0.26817,                 2.5836,                 1.6395,                 1.3418,              0.0013501,              0.0013501,              0.0013501
                    194,                 1.0003,                0.78904,                 1.2102,                0.76999,                0.81598,                0.83193,                0.30542,                 2.5763,                 1.6503,                 1.3732,              0.0013485,              0.0013485,              0.0013485
                    195,                0.90285,                0.75884,                 1.2483,                0.80745,                0.79918,                 0.7913,                0.26622,                 2.5602,                 1.6062,                 1.5035,              0.0013468,              0.0013468,              0.0013468
                    196,                0.80588,                 0.7566,                 1.1755,                0.87207,                0.78735,                0.79102,                0.24403,                  2.746,                 1.3778,                 1.5752,              0.0013452,              0.0013452,              0.0013452
                    197,                0.92558,                0.81757,                  1.186,                0.87207,                0.78735,                0.79102,                0.24403,                  2.746,                 1.3778,                 1.5752,              0.0013435,              0.0013435,              0.0013435
                    198,                 0.7344,                0.65246,                 1.1623,                0.77561,                0.65199,                0.63837,                0.19795,                  2.761,                 1.5393,                 1.7868,              0.0013419,              0.0013419,              0.0013419
                    199,                0.89192,                0.74397,                 1.1987,                0.42355,                0.66667,                0.42923,                0.17299,                 2.9188,                  1.862,                  2.117,              0.0013402,              0.0013402,              0.0013402
                    200,                0.68466,                0.65491,                 1.1912,                0.40338,                 0.6446,                0.39398,                0.16519,                 2.8192,                 1.9573,                 1.5525,              0.0013386,              0.0013386,              0.0013386
                    201,                0.74461,                0.66543,                 1.2027,                0.40338,                 0.6446,                0.39398,                0.16519,                 2.8192,                 1.9573,                 1.5525,              0.0013369,              0.0013369,              0.0013369
                    202,                0.75856,                0.70532,                 1.1887,                0.51374,                    0.5,                0.50661,                0.17848,                 2.4844,                 2.0951,                 1.4319,              0.0013353,              0.0013353,              0.0013353
                    203,                0.78031,                0.72956,                 1.1354,                0.63857,                0.66667,                0.55454,                0.19153,                  2.334,                 2.1802,                  1.308,              0.0013336,              0.0013336,              0.0013336
                    204,                0.74789,                 0.6468,                 1.2255,                0.60152,                0.49407,                 0.5474,                0.21178,                 2.6883,                 2.2098,                 1.5921,               0.001332,               0.001332,               0.001332
                    205,                0.86809,                0.73704,                 1.2548,                0.60152,                0.49407,                 0.5474,                0.21178,                 2.6883,                 2.2098,                 1.5921,              0.0013303,              0.0013303,              0.0013303
                    206,                0.92683,                0.76629,                 1.2395,                0.65351,                0.80161,                0.67368,                0.20031,                 2.8556,                 2.0804,                 1.6756,              0.0013287,              0.0013287,              0.0013287
                    207,                0.74657,                   0.63,                 1.2564,                0.00627,                    0.5,                0.03772,                0.01364,                 3.1142,                  3.182,                 2.5035,               0.001327,               0.001327,               0.001327
                    208,                0.76522,                0.69223,                 1.2082,                0.29941,                0.46901,                0.31277,                0.05757,                 2.9981,                 3.0659,                  1.952,              0.0013254,              0.0013254,              0.0013254
                    209,                0.85555,                0.75746,                 1.1595,                0.29941,                0.46901,                0.31277,                0.05757,                 2.9981,                 3.0659,                  1.952,              0.0013237,              0.0013237,              0.0013237
                    210,                0.79353,                0.67591,                 1.2036,                0.35053,                0.33333,                0.36364,                 0.0911,                 3.0907,                 2.5168,                 1.9292,              0.0013221,              0.0013221,              0.0013221
                    211,                0.78196,                0.66991,                 1.2577,                0.72038,                0.64501,                 0.6817,                0.13047,                 3.1431,                 1.9769,                 2.1821,              0.0013204,              0.0013204,              0.0013204
                    212,                  0.777,                 0.6464,                 1.2253,                0.73013,                0.66114,                0.73733,                0.15867,                 3.1152,                 1.8702,                 2.3669,              0.0013188,              0.0013188,              0.0013188
                    213,                0.84927,                0.75246,                 1.1911,                0.73013,                0.66114,                0.73733,                0.15867,                 3.1152,                 1.8702,                 2.3669,              0.0013171,              0.0013171,              0.0013171
                    214,                0.78128,                0.64536,                 1.1939,                0.49586,                    0.5,                0.41363,                0.08777,                 3.3549,                  2.029,                 2.4539,              0.0013155,              0.0013155,              0.0013155
                    215,                0.76055,                0.67473,                 1.2198,                0.58258,                0.33333,                0.32466,                0.11553,                 3.2951,                 2.2043,                 2.2892,              0.0013138,              0.0013138,              0.0013138
                    216,                0.75907,                 0.6475,                 1.1916,                0.51567,                 0.4896,                0.41634,                0.12777,                 3.1535,                 2.1928,                 2.2647,              0.0013122,              0.0013122,              0.0013122
                    217,                0.72051,                  0.621,                 1.1324,                0.51567,                 0.4896,                0.41634,                0.12777,                 3.1535,                 2.1928,                 2.2647,              0.0013105,              0.0013105,              0.0013105
                    218,                0.74934,                0.68608,                 1.2403,                0.61786,                0.33333,                0.40345,                0.16176,                 2.9256,                   2.04,                 2.2707,              0.0013089,              0.0013089,              0.0013089
                    219,                 0.7938,                0.78618,                 1.1968,                 0.5901,                0.48665,                0.42176,                0.16908,                 2.8648,                 1.8352,                 2.2283,              0.0013072,              0.0013072,              0.0013072
                    220,                0.73648,                0.64401,                 1.2137,                0.60146,                 0.4891,                0.45689,                0.20643,                 2.9227,                 1.9367,                  2.178,              0.0013056,              0.0013056,              0.0013056
                    221,                0.77403,                0.67154,                 1.1442,                0.60146,                 0.4891,                0.45689,                0.20643,                 2.9227,                 1.9367,                  2.178,              0.0013039,              0.0013039,              0.0013039
                    222,                0.75377,                0.62515,                 1.2179,                0.89521,                0.51166,                0.66815,                0.25175,                 2.8626,                 1.7968,                 1.9663,              0.0013023,              0.0013023,              0.0013023
                    223,                0.76215,                0.66598,                 1.1778,                0.87824,                0.77827,                0.83295,                  0.274,                 2.8773,                 1.5027,                 1.9812,              0.0013006,              0.0013006,              0.0013006
                    224,                0.87617,                0.72046,                 1.1671,                  0.887,                0.82536,                 0.8341,                0.22443,                 2.8056,                 1.3548,                 2.1414,               0.001299,               0.001299,               0.001299
                    225,                0.65313,                0.55116,                 1.0934,                  0.887,                0.82536,                 0.8341,                0.22443,                 2.8056,                 1.3548,                 2.1414,              0.0012973,              0.0012973,              0.0012973
                    226,                0.69218,                0.60428,                 1.1655,                0.89281,                0.81192,                0.83351,                0.26337,                  3.007,                 1.4235,                 2.7307,              0.0012957,              0.0012957,              0.0012957
                    227,                0.74186,                0.60762,                 1.1591,                0.97431,                0.71934,                0.83401,                0.25267,                 2.9661,                 1.6574,                  2.695,               0.001294,               0.001294,               0.001294
                    228,                0.80591,                0.71936,                 1.2608,                0.86556,                0.66667,                0.66877,                0.19504,                 2.8872,                 2.0002,                 2.5111,              0.0012924,              0.0012924,              0.0012924
                    229,                0.77445,                0.66573,                 1.1116,                0.86556,                0.66667,                0.66877,                0.19504,                 2.8872,                 2.0002,                 2.5111,              0.0012907,              0.0012907,              0.0012907
                    230,                0.74415,                0.66166,                 1.1782,                0.82553,                0.66655,                0.66734,                0.21897,                 2.8689,                 2.1749,                 2.3744,              0.0012891,              0.0012891,              0.0012891
                    231,                0.78005,                0.63781,                 1.1317,                0.65488,                0.64532,                0.58387,                0.21011,                 2.7595,                 2.3517,                 2.2227,              0.0012874,              0.0012874,              0.0012874
                    232,                0.71731,                0.59061,                 1.1706,                0.81169,                0.66667,                0.66623,                 0.2183,                 2.8063,                 2.0676,                 2.4801,              0.0012858,              0.0012858,              0.0012858
                    233,                0.64699,                0.58519,                 1.1493,                0.81169,                0.66667,                0.66623,                 0.2183,                 2.8063,                 2.0676,                 2.4801,              0.0012841,              0.0012841,              0.0012841
                    234,                0.66331,                0.56466,                  1.089,                 0.9461,                0.66667,                0.66633,                0.21779,                  2.952,                 2.0792,                 2.7162,              0.0012825,              0.0012825,              0.0012825
                    235,                0.67987,                0.54914,                 1.1124,                0.96052,                0.66667,                0.68442,                0.22403,                 2.9867,                 1.8933,                 2.5606,              0.0012808,              0.0012808,              0.0012808
                    236,                0.74538,                0.62145,                 1.1233,                 0.8825,                0.81875,                0.83351,                0.22665,                 3.0664,                 1.7687,                 2.7439,              0.0012792,              0.0012792,              0.0012792
                    237,                 0.8312,                0.66412,                 1.1008,                 0.8825,                0.81875,                0.83351,                0.22665,                 3.0664,                 1.7687,                 2.7439,              0.0012775,              0.0012775,              0.0012775
                    238,                0.77497,                 0.6278,                 1.2082,                0.93945,                0.82948,                0.83391,                0.24335,                 2.9257,                 1.4648,                 2.4174,              0.0012759,              0.0012759,              0.0012759
                    239,                 0.7142,                  0.607,                 1.1299,                0.97226,                0.77776,                0.83391,                0.24336,                 3.0216,                 1.4543,                 2.1301,              0.0012742,              0.0012742,              0.0012742
                    240,                0.75217,                0.58177,                 1.1352,                0.92077,                0.79107,                0.83432,                0.20986,                 2.9797,                  1.471,                  2.301,              0.0012726,              0.0012726,              0.0012726
                    241,                0.71462,                0.61986,                 1.1793,                0.92077,                0.79107,                0.83432,                0.20986,                 2.9797,                  1.471,                  2.301,              0.0012709,              0.0012709,              0.0012709
                    242,                0.58779,                0.55196,                 1.1504,                0.98773,                0.82367,                0.83481,                0.23586,                 2.9769,                 1.3852,                 2.5585,              0.0012693,              0.0012693,              0.0012693
                    243,                0.67361,                0.59212,                 1.1173,                0.91768,                0.82045,                0.83468,                0.25702,                 3.0153,                 1.3674,                 2.6626,              0.0012676,              0.0012676,              0.0012676
                    244,                0.70353,                0.63666,                 1.1284,                0.96034,                0.65881,                0.76961,                0.25028,                 2.9853,                 1.4181,                 2.4388,               0.001266,               0.001266,               0.001266
                    245,                0.62778,                0.56221,                 1.1076,                0.96034,                0.65881,                0.76961,                0.25028,                 2.9853,                 1.4181,                 2.4388,              0.0012643,              0.0012643,              0.0012643
                    246,                0.79395,                0.64962,                 1.1453,                 0.9747,                0.66667,                0.73198,                0.22535,                 2.9584,                 1.4606,                  2.505,              0.0012627,              0.0012627,              0.0012627
                    247,                0.70678,                0.60477,                 1.1913,                0.93326,                0.66639,                0.74303,                0.27523,                 2.9459,                 1.5043,                 2.3117,               0.001261,               0.001261,               0.001261
                    248,                0.73398,                0.59255,                 1.1413,                0.65473,                0.83333,                0.63701,                0.20355,                 3.0259,                 1.4142,                 2.4237,              0.0012594,              0.0012594,              0.0012594
                    249,                0.67864,                0.61126,                 1.1204,                0.65473,                0.83333,                0.63701,                0.20355,                 3.0259,                 1.4142,                 2.4237,              0.0012577,              0.0012577,              0.0012577
                    250,                0.63138,                0.58548,                 1.0844,                0.60436,                0.83333,                0.58686,                0.19926,                 2.9836,                 1.4202,                 2.1656,              0.0012561,              0.0012561,              0.0012561
                    251,                0.88266,                0.71489,                 1.1037,                 0.7851,                0.83333,                0.75475,                0.22786,                 2.6907,                 1.7955,                 1.8082,              0.0012544,              0.0012544,              0.0012544
                    252,                0.77153,                0.65512,                  1.167,                0.63373,                0.66667,                0.64354,                0.19344,                 2.7097,                 2.2777,                 1.8945,              0.0012528,              0.0012528,              0.0012528
                    253,                0.68512,                0.57051,                 1.1013,                0.63373,                0.66667,                0.64354,                0.19344,                 2.7097,                 2.2777,                 1.8945,              0.0012511,              0.0012511,              0.0012511
                    254,                0.75053,                0.67473,                 1.1774,                0.60498,                0.58238,                0.47321,                0.10822,                 2.8681,                 2.5462,                 1.9237,              0.0012495,              0.0012495,              0.0012495
                    255,                0.68896,                0.58452,                 1.1856,                0.61313,                0.49144,                0.46778,                0.14762,                 2.7103,                  2.366,                 1.9013,              0.0012478,              0.0012478,              0.0012478
                    256,                0.75565,                  0.591,                 1.1953,                0.69421,                0.79999,                0.58705,                 0.2412,                 2.6899,                 1.7616,                 1.8219,              0.0012462,              0.0012462,              0.0012462
                    257,                0.77136,                0.64168,                 1.1792,                0.69421,                0.79999,                0.58705,                 0.2412,                 2.6899,                 1.7616,                 1.8219,              0.0012445,              0.0012445,              0.0012445
                    258,                0.68674,                0.56995,                 1.1793,                0.74327,                0.63874,                0.62854,                0.25347,                  2.646,                 1.7402,                 1.7812,              0.0012429,              0.0012429,              0.0012429
                    259,                0.71138,                0.61422,                  1.103,                0.69337,                0.63544,                0.54705,                0.20327,                 2.6672,                 2.2277,                 1.9773,              0.0012412,              0.0012412,              0.0012412
                    260,                0.73097,                0.66746,                 1.0737,                 0.6817,                0.64198,                0.48408,                0.16574,                 2.6526,                 2.0695,                 1.7886,              0.0012396,              0.0012396,              0.0012396
                    261,                0.72889,                 0.6153,                 1.1842,                 0.6817,                0.64198,                0.48408,                0.16574,                 2.6526,                 2.0695,                 1.7886,              0.0012379,              0.0012379,              0.0012379
                    262,                0.62026,                0.51769,                 1.1183,                0.62895,                0.49267,                0.48224,                 0.1741,                 2.5339,                 2.0615,                 1.7508,              0.0012363,              0.0012363,              0.0012363
                    263,                0.64258,                0.56401,                 1.1063,                0.65145,                    0.5,                0.46334,                0.16047,                 2.4672,                 2.2546,                  1.783,              0.0012346,              0.0012346,              0.0012346
                    264,                0.73195,                0.60439,                 1.1315,                0.68544,                    0.5,                0.42611,                0.18137,                 2.4204,                 2.3336,                 1.8055,               0.001233,               0.001233,               0.001233
                    265,                0.64437,                0.55533,                 1.1402,                0.68544,                    0.5,                0.42611,                0.18137,                 2.4204,                 2.3336,                 1.8055,              0.0012313,              0.0012313,              0.0012313
                    266,                0.71835,                0.61516,                 1.1784,                0.45021,                    0.5,                0.40715,                0.19228,                 2.4859,                 1.9747,                 1.8862,              0.0012297,              0.0012297,              0.0012297
                    267,                 0.6887,                0.62487,                 1.0976,                0.67067,                0.66667,                0.53319,                  0.199,                 2.5825,                 1.6997,                 2.0994,               0.001228,               0.001228,               0.001228
                    268,                0.65331,                0.53383,                 1.0776,                0.53844,                0.66667,                0.51031,                0.19359,                 2.6766,                 1.7607,                  2.333,              0.0012264,              0.0012264,              0.0012264
                    269,                0.78075,                0.63378,                 1.1013,                0.53844,                0.66667,                0.51031,                0.19359,                 2.6766,                 1.7607,                  2.333,              0.0012247,              0.0012247,              0.0012247
                    270,                0.77194,                0.61648,                  1.154,                 0.5701,                    0.5,                0.46521,                0.17451,                 2.7057,                 1.6582,                 2.2271,              0.0012231,              0.0012231,              0.0012231
                    271,                0.62575,                0.53487,                 1.1046,                0.62749,                0.66667,                 0.5878,                0.23133,                 2.5604,                 1.6023,                 2.1188,              0.0012214,              0.0012214,              0.0012214
                    272,                0.63095,                0.54889,                 1.1422,                0.92841,                0.81749,                0.85357,                0.29693,                 2.5706,                 1.6502,                 2.0622,              0.0012198,              0.0012198,              0.0012198
                    273,                 0.6602,                0.55598,                 1.1316,                0.92841,                0.81749,                0.85357,                0.29693,                 2.5706,                 1.6502,                 2.0622,              0.0012181,              0.0012181,              0.0012181
                    274,                0.70317,                 0.5768,                 1.0863,                0.98669,                0.63449,                0.78875,                0.30009,                 2.4413,                 1.6112,                 1.9423,              0.0012165,              0.0012165,              0.0012165
                    275,                0.67886,                0.60515,                  1.115,                0.80858,                0.57291,                0.68204,                0.26267,                 2.5388,                 1.7785,                 1.9815,              0.0012148,              0.0012148,              0.0012148
                    276,                0.65721,                0.53103,                 1.0947,                0.72461,                 0.4929,                0.61688,                0.21883,                 2.6049,                 1.8169,                 1.9712,              0.0012132,              0.0012132,              0.0012132
                    277,                0.71237,                 0.5985,                 1.1615,                0.72461,                 0.4929,                0.61688,                0.21883,                 2.6049,                 1.8169,                 1.9712,              0.0012115,              0.0012115,              0.0012115
                    278,                0.71227,                0.55108,                  1.183,                0.70151,                0.64332,                  0.643,                0.22214,                  2.628,                  1.952,                 2.0437,              0.0012099,              0.0012099,              0.0012099
                    279,                0.78455,                 0.6403,                 1.1382,                0.70022,                0.66667,                0.63417,                0.20255,                 2.7755,                 1.8087,                 1.9513,              0.0012082,              0.0012082,              0.0012082
                    280,                0.56859,                0.47521,                 1.0718,                0.87934,                0.66667,                0.69874,                0.23819,                 2.9465,                 1.7279,                 2.3252,              0.0012066,              0.0012066,              0.0012066
                    281,                0.54646,                0.47386,                 1.0824,                0.87934,                0.66667,                0.69874,                0.23819,                 2.9465,                 1.7279,                 2.3252,              0.0012049,              0.0012049,              0.0012049
                    282,                0.62084,                0.53139,                 1.1006,                0.91159,                0.66667,                0.66796,                0.20105,                  3.097,                 2.0236,                 2.2551,              0.0012033,              0.0012033,              0.0012033
                    283,                0.61868,                0.51326,                   1.12,                0.91546,                0.66667,                0.66819,                0.19959,                 3.0271,                 1.9246,                 2.0123,              0.0012016,              0.0012016,              0.0012016
                    284,                0.61543,                0.51381,                  1.124,                0.89937,                0.66667,                0.66877,                0.17213,                 3.2065,                 2.2065,                 1.9785,                 0.0012,                 0.0012,                 0.0012
                    285,                0.68004,                0.54184,                 1.1319,                0.89937,                0.66667,                0.66877,                0.17213,                 3.2065,                 2.2065,                 1.9785,              0.0011983,              0.0011983,              0.0011983
                    286,                0.75799,                0.60239,                 1.1136,                0.47631,                    0.5,                0.54363,                0.15526,                 3.0455,                 2.0828,                 2.3688,              0.0011967,              0.0011967,              0.0011967
                    287,                0.70741,                0.57194,                   1.14,                0.36285,                    0.5,                0.62851,                0.20154,                 3.1327,                 1.7222,                 2.4715,               0.001195,               0.001195,               0.001195
                    288,                 0.7594,                0.59568,                 1.1484,                0.59471,                0.62721,                0.72718,                0.20041,                 3.2083,                 1.7646,                 2.5179,              0.0011934,              0.0011934,              0.0011934
                    289,                0.76163,                0.57759,                  1.121,                0.59471,                0.62721,                0.72718,                0.20041,                 3.2083,                 1.7646,                 2.5179,              0.0011917,              0.0011917,              0.0011917
                    290,                0.66552,                0.53553,                 1.1219,                0.60706,                 0.6469,                0.58915,                0.15591,                 3.3281,                 1.7788,                 2.7089,              0.0011901,              0.0011901,              0.0011901
                    291,                 0.6749,                0.57948,                 1.1261,                0.59763,                0.64231,                0.58954,                0.17759,                 3.4003,                 2.0067,                 2.8804,              0.0011884,              0.0011884,              0.0011884
                    292,                 0.6778,                0.54774,                 1.0772,                0.59789,                0.64195,                0.58915,                0.17747,                 3.5002,                 2.1058,                 3.0093,              0.0011868,              0.0011868,              0.0011868
                    293,                0.73069,                0.59363,                 1.1219,                0.59789,                0.64195,                0.58915,                0.17747,                 3.5002,                 2.1058,                 3.0093,              0.0011851,              0.0011851,              0.0011851
                    294,                0.64343,                0.55697,                 1.1191,                0.93252,                0.66667,                0.78552,                0.18619,                 3.2462,                 1.7674,                 2.2537,              0.0011835,              0.0011835,              0.0011835
