                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     79,                0.47152,                0.57661,                 1.0326,                0.76884,                0.83333,                0.83034,                0.61979,                 1.2702,                 1.5009,                 1.5985,             0.00037974,             0.00037974,             0.00037974
                     80,                0.47931,                0.61043,                   1.03,                0.87409,                0.83333,                0.83034,                0.61979,                 1.2429,                 1.4254,                 1.5761,             0.00036324,             0.00036324,             0.00036324
                     81,                0.47274,                0.55763,                0.98605,                0.87409,                0.83333,                0.83034,                0.61979,                 1.2429,                 1.4254,                 1.5761,             0.00034674,             0.00034674,             0.00034674
                     82,                0.45826,                0.58146,                 1.0143,                0.88597,                0.83333,                0.83034,                 0.6198,                 1.2047,                 1.3732,                 1.5573,             0.00033023,             0.00033023,             0.00033023
                     83,                0.45566,                0.53956,                0.98802,                0.90289,                0.83333,                0.83035,                0.64479,                 1.2062,                 1.3246,                  1.541,             0.00031373,             0.00031373,             0.00031373
                     84,                0.49489,                0.60416,                 1.0556,                0.91732,                0.83333,                0.83036,                 0.6448,                 1.1894,                 1.2974,                  1.507,             0.00029723,             0.00029723,             0.00029723
                     85,                0.45465,                0.54675,                  1.007,                0.91732,                0.83333,                0.83036,                 0.6448,                 1.1894,                 1.2974,                  1.507,             0.00028072,             0.00028072,             0.00028072
                     86,                0.43131,                0.53789,                0.98266,                0.92248,                0.83333,                 0.8311,                0.65325,                 1.1891,                 1.3149,                 1.5019,             0.00026422,             0.00026422,             0.00026422
                     87,                0.44829,                0.54899,                0.98165,                 0.9196,                0.83333,                0.83111,                0.65333,                 1.1879,                 1.3374,                 1.5094,             0.00024772,             0.00024772,             0.00024772
                     88,                0.42052,                0.52806,                0.98325,                0.90693,                0.83333,                0.83115,                0.64496,                 1.1641,                 1.3733,                 1.4899,             0.00023121,             0.00023121,             0.00023121
                     89,                0.41773,                0.52578,                0.99316,                0.90693,                0.83333,                0.83115,                0.64496,                 1.1641,                 1.3733,                 1.4899,             0.00021471,             0.00021471,             0.00021471
                     90,                0.42022,                0.51173,                0.99082,                0.90225,                0.83333,                0.83117,                0.64496,                 1.1499,                 1.3778,                 1.4859,             0.00019821,             0.00019821,             0.00019821
                     91,                0.64455,                 1.5551,                 1.1311,                0.90598,                0.83333,                0.83115,                0.64496,                  1.148,                 1.3646,                 1.4845,              0.0001817,              0.0001817,              0.0001817
                     92,                 0.5845,                 1.5367,                  1.103,                0.91216,                0.83221,                0.83114,                0.64488,                 1.1713,                 1.3381,                 1.4967,              0.0001652,              0.0001652,              0.0001652
                     93,                0.60236,                 1.6039,                 1.0757,                0.91216,                0.83221,                0.83114,                0.64488,                 1.1713,                 1.3381,                 1.4967,              0.0001487,              0.0001487,              0.0001487
                     94,                0.47492,                 1.4588,                 0.9864,                0.91811,                0.83155,                0.83111,                0.64488,                 1.1608,                 1.3039,                 1.4869,             0.00013219,             0.00013219,             0.00013219
                     95,                0.64995,                 1.6336,                 1.1172,                0.92096,                0.82832,                 0.8311,                0.64487,                  1.157,                 1.2781,                 1.4871,             0.00011569,             0.00011569,             0.00011569
                     96,                0.53421,                 1.3979,                0.99975,                0.92831,                0.82887,                0.83036,                 0.6448,                 1.1389,                 1.2297,                 1.4628,             9.9187e-05,             9.9187e-05,             9.9187e-05
                     97,                 0.4559,                 1.2346,                0.96923,                0.92831,                0.82887,                0.83036,                 0.6448,                 1.1389,                 1.2297,                 1.4628,             8.2683e-05,             8.2683e-05,             8.2683e-05
                     98,                0.48226,                 1.2044,                 1.0037,                0.93427,                 0.8296,                0.83036,                0.64479,                 1.1346,                 1.2132,                 1.4512,              6.618e-05,              6.618e-05,              6.618e-05
                     99,                0.59893,                 1.4878,                 1.0817,                0.94338,                0.83186,                0.83036,                0.64479,                 1.1273,                 1.2131,                 1.4428,             4.9677e-05,             4.9677e-05,             4.9677e-05
                    100,                0.50392,                 1.1575,                 1.0265,                 0.9507,                0.83333,                0.83036,                0.64479,                 1.1253,                 1.2028,                 1.4344,             3.3173e-05,             3.3173e-05,             3.3173e-05
