                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     15,                0.63788,                 1.8927,                 1.0817,                      1,                 0.3885,                 0.4975,                0.44259,                 1.0909,                 4.0267,                 1.5631,             0.00072331,             0.00072331,             0.00072331
                     16,                0.68752,                 1.8895,                 1.0879,                0.98714,                    0.5,                 0.4975,                0.46454,                 1.0771,                 3.9031,                  1.483,             0.00077186,             0.00077186,             0.00077186
                     17,                 0.7196,                 1.7532,                 1.0807,                0.99212,                    0.5,                 0.4975,                0.33342,                 1.2937,                 3.5407,                 1.4948,              0.0008203,              0.0008203,              0.0008203
                     18,                0.67491,                 1.8126,                 1.1197,                0.98738,                    0.5,                0.53967,                0.37303,                  1.176,                 3.2596,                  1.491,             0.00086864,             0.00086864,             0.00086864
                     19,                0.68456,                 1.8524,                 1.0951,                0.97659,                    0.5,                0.66527,                 0.5985,                0.91506,                 3.2988,                 1.3215,             0.00091688,             0.00091688,             0.00091688
                     20,                0.69504,                 1.7928,                 1.1081,                0.97954,                    0.5,                0.53964,                0.48568,                0.85681,                 3.2862,                 1.2973,             0.00096503,             0.00096503,             0.00096503
                     21,                0.64743,                 1.6118,                 1.0554,                0.98998,                    0.5,                0.52171,                0.44825,                0.91973,                 3.0093,                 1.4241,              0.0010131,              0.0010131,              0.0010131
                     22,                0.63351,                 1.6175,                 1.0705,                0.99276,                    0.5,                0.72032,                0.55586,                 0.9663,                 2.7064,                  1.741,               0.001061,               0.001061,               0.001061
                     23,                0.65501,                 1.6255,                 1.0726,                0.99432,                    0.5,                0.83033,                0.60008,                 1.1977,                 3.1732,                 2.1488,              0.0011089,              0.0011089,              0.0011089
                     24,                0.64939,                 1.6323,                 1.1209,                0.97325,                0.33333,                0.71031,                0.40294,                  1.399,                 3.7538,                 2.2464,              0.0011566,              0.0011566,              0.0011566
                     25,                0.63487,                  1.519,                 1.0183,                      1,                0.30188,                 0.6983,                0.46884,                 1.1774,                 3.6248,                 1.9778,              0.0012043,              0.0012043,              0.0012043
                     26,                0.72175,                 1.6833,                 1.1242,                0.93148,                0.33333,                0.73601,                0.52756,                  1.043,                 3.4077,                    1.7,              0.0012518,              0.0012518,              0.0012518
                     27,                0.73518,                 1.6924,                  1.123,                0.61319,                    0.5,                0.65154,                0.34645,                 1.1854,                 3.4427,                  1.891,              0.0012993,              0.0012993,              0.0012993
                     28,                0.66585,                 1.7241,                 1.1597,                0.52339,                0.66667,                0.69625,                 0.3546,                 1.2384,                  3.379,                  1.975,              0.0013466,              0.0013466,              0.0013466
                     29,                0.65188,                 1.5402,                 1.0901,                0.52339,                0.66667,                0.69625,                 0.3546,                 1.2384,                  3.379,                  1.975,              0.0013939,              0.0013939,              0.0013939
                     30,                0.65648,                 1.6609,                 1.1376,                0.76499,                0.80549,                0.78905,                0.47105,                 1.1917,                 3.2772,                 1.7248,               0.001441,               0.001441,               0.001441
                     31,                0.65593,                  1.449,                 1.0574,                0.93475,                0.83333,                0.83029,                0.56662,                 1.0039,                 2.6403,                 1.5933,              0.0014881,              0.0014881,              0.0014881
                     32,                0.63514,                 1.4765,                 1.0944,                0.85828,                0.83333,                 0.8303,                0.53674,                  1.221,                 2.5868,                 1.7451,               0.001535,               0.001535,               0.001535
                     33,                0.66666,                 1.4252,                 1.1123,                0.85828,                0.83333,                 0.8303,                0.53674,                  1.221,                 2.5868,                 1.7451,              0.0015819,              0.0015819,              0.0015819
                     34,                 0.6419,                 1.2876,                  1.058,                0.86721,                0.81117,                0.83032,                0.56591,                 1.2337,                 2.3901,                 1.6623,              0.0016125,              0.0016125,              0.0016125
                     35,                0.64258,                 1.6391,                 1.1148,                0.99279,                    0.5,                0.83033,                0.60644,                 1.0129,                 2.3324,                 1.5537,              0.0016109,              0.0016109,              0.0016109
                     36,                 0.6585,                 1.4769,                 1.0501,                0.88067,                0.73425,                0.83033,                0.63131,                0.94936,                 1.9783,                  1.425,              0.0016092,              0.0016092,              0.0016092
                     37,                0.68133,                 1.3906,                 1.0942,                0.88067,                0.73425,                0.83033,                0.63131,                0.94936,                 1.9783,                  1.425,              0.0016076,              0.0016076,              0.0016076
                     38,                0.71023,                  1.623,                 1.1216,                0.77374,                0.79456,                0.83037,                0.58741,                 1.0635,                 2.2548,                 1.4688,              0.0016059,              0.0016059,              0.0016059
                     39,                0.68473,                 1.4633,                 1.0526,                0.84379,                0.81051,                0.83041,                0.59823,                 1.0092,                 2.1344,                 1.5212,              0.0016043,              0.0016043,              0.0016043
                     40,                0.70397,                 1.5907,                 1.1168,                 0.9929,                    0.5,                0.83041,                 0.5446,                0.98614,                 2.0469,                 1.5055,              0.0016026,              0.0016026,              0.0016026
                     41,                0.75691,                 1.6218,                  1.209,                 0.9929,                    0.5,                0.83041,                 0.5446,                0.98614,                 2.0469,                 1.5055,               0.001601,               0.001601,               0.001601
                     42,                0.67526,                 1.2763,                 1.0805,                0.99228,                    0.5,                0.73143,                0.49793,                 1.1407,                 2.2637,                 1.5766,              0.0015993,              0.0015993,              0.0015993
                     43,                0.75044,                 1.4967,                  1.214,                0.84589,                0.77108,                 0.8304,                0.57763,                 1.1158,                 2.2368,                 1.5729,              0.0015977,              0.0015977,              0.0015977
                     44,                0.69908,                 1.3999,                 1.1583,                0.87656,                0.78122,                0.83036,                0.64775,                0.86125,                 2.0096,                 1.2905,               0.001596,               0.001596,               0.001596
                     45,                0.73183,                 1.3289,                 1.0975,                0.87656,                0.78122,                0.83036,                0.64775,                0.86125,                 2.0096,                 1.2905,              0.0015944,              0.0015944,              0.0015944
                     46,                0.67578,                 1.2456,                 1.1063,                0.88325,                0.78241,                0.83033,                0.66452,                0.85251,                 2.0441,                 1.2994,              0.0015927,              0.0015927,              0.0015927
                     47,                0.64719,                 1.2332,                 1.0979,                0.95959,                0.83333,                0.83378,                0.65687,                0.91713,                 1.8461,                 1.3312,              0.0015911,              0.0015911,              0.0015911
                     48,                0.73522,                 1.2853,                 1.1343,                0.97674,                0.83333,                0.83952,                0.65547,                0.95404,                 1.8904,                 1.3611,              0.0015894,              0.0015894,              0.0015894
                     49,                0.62602,                 1.2151,                 1.0581,                0.97674,                0.83333,                0.83952,                0.65547,                0.95404,                 1.8904,                 1.3611,              0.0015878,              0.0015878,              0.0015878
                     50,                0.61151,                 1.1108,                 1.0526,                0.58264,                0.83333,                0.78169,                0.57333,                 1.1966,                 2.8064,                 1.6833,              0.0015861,              0.0015861,              0.0015861
                     51,                0.63845,                 1.0884,                 1.0583,                0.66023,                0.66667,                 0.7754,                0.38377,                 1.6453,                 3.5893,                 2.1008,              0.0015845,              0.0015845,              0.0015845
                     52,                0.68563,                 1.2284,                  1.106,                0.83828,                0.66667,                0.78217,                0.27208,                  2.329,                 3.8276,                 3.1712,              0.0015828,              0.0015828,              0.0015828
                     53,                0.69712,                 1.2205,                 1.1426,                0.83828,                0.66667,                0.78217,                0.27208,                  2.329,                 3.8276,                 3.1712,              0.0015812,              0.0015812,              0.0015812
                     54,                 0.6699,                 1.1264,                 1.0759,                0.97026,                0.33333,                0.69659,                0.18547,                 2.2879,                 3.4314,                 3.5942,              0.0015795,              0.0015795,              0.0015795
                     55,                0.65391,                 1.1826,                 1.0716,                 0.9526,                0.33333,                0.51862,                 0.2042,                 2.4882,                 3.5208,                 3.5322,              0.0015779,              0.0015779,              0.0015779
                     56,                0.70149,                 1.1728,                 1.0939,                 0.8302,                0.32707,                  0.327,                0.07069,                 2.6253,                 3.4843,                 3.5718,              0.0015762,              0.0015762,              0.0015762
                     57,                0.61995,                 1.1521,                 1.0641,                 0.8302,                0.32707,                  0.327,                0.07069,                 2.6253,                 3.4843,                 3.5718,              0.0015746,              0.0015746,              0.0015746
                     58,                0.61602,                 1.1505,                 1.0871,                0.82921,                0.32508,                 0.3325,                0.10519,                 2.0762,                 3.5792,                 2.9538,              0.0015729,              0.0015729,              0.0015729
                     59,                0.70842,                  1.072,                  1.098,                0.99634,                    0.5,                0.50152,                0.25687,                 2.1774,                 3.3636,                 2.6167,              0.0015713,              0.0015713,              0.0015713
                     60,                0.73569,                 1.1639,                  1.144,                0.98959,                    0.5,                0.83033,                0.49995,                 1.5877,                 2.5693,                 2.1079,              0.0015696,              0.0015696,              0.0015696
                     61,                  0.721,                 1.1383,                 1.1353,                0.98959,                    0.5,                0.83033,                0.49995,                 1.5877,                 2.5693,                 2.1079,               0.001568,               0.001568,               0.001568
                     62,                0.71867,                 1.0468,                 1.1148,                0.81935,                0.90035,                  0.995,                0.57559,                 1.4113,                 1.8076,                 1.7557,              0.0015663,              0.0015663,              0.0015663
                     63,                0.65455,                 1.0127,                 1.0979,                 0.6441,                 0.9479,                  0.995,                0.59246,                 1.5022,                 1.8167,                 1.7815,              0.0015647,              0.0015647,              0.0015647
                     64,                0.63516,                 1.0191,                  1.059,                0.60369,                0.83333,                0.83041,                0.63066,                 1.0844,                  1.942,                 1.5443,               0.001563,               0.001563,               0.001563
                     65,                0.66958,                 1.0971,                 1.1349,                0.60369,                0.83333,                0.83041,                0.63066,                 1.0844,                  1.942,                 1.5443,              0.0015614,              0.0015614,              0.0015614
                     66,                0.63258,                 1.0105,                 1.0575,                0.75453,                0.80472,                0.83039,                0.61419,                0.99006,                 1.7222,                 1.4762,              0.0015597,              0.0015597,              0.0015597
                     67,                 0.6052,                 0.9399,                  1.049,                0.91001,                0.83333,                0.83039,                0.62261,                 1.0605,                 1.5171,                 1.5626,              0.0015581,              0.0015581,              0.0015581
                     68,                 0.6073,                 0.8944,                 1.0542,                0.94342,                0.83333,                 0.8304,                 0.6142,                 1.1084,                 1.6541,                 1.6027,              0.0015564,              0.0015564,              0.0015564
                     69,                0.67476,                 1.0817,                 1.1009,                0.94342,                0.83333,                 0.8304,                 0.6142,                 1.1084,                 1.6541,                 1.6027,              0.0015548,              0.0015548,              0.0015548
                     70,                0.58685,                0.97949,                 1.0373,                0.95781,                0.83333,                0.83038,                 0.6643,                0.96362,                 1.6891,                 1.3909,              0.0015531,              0.0015531,              0.0015531
                     71,                0.64876,                 1.0036,                 1.0573,                0.88314,                0.98786,                  0.995,                0.71368,                0.91956,                 1.2568,                 1.2171,              0.0015515,              0.0015515,              0.0015515
                     72,                0.66679,                0.94841,                 1.0956,                0.88339,                0.98717,                  0.995,                0.73375,                0.94668,                 1.1253,                 1.3258,              0.0015498,              0.0015498,              0.0015498
                     73,                0.60166,                0.88049,                0.98117,                0.88339,                0.98717,                  0.995,                0.73375,                0.94668,                 1.1253,                 1.3258,              0.0015482,              0.0015482,              0.0015482
                     74,                0.64369,                0.90639,                 1.0438,                0.88105,                0.95415,                  0.995,                0.66949,                 1.0388,                 1.3231,                 1.4107,              0.0015465,              0.0015465,              0.0015465
                     75,                0.64178,                0.87119,                 1.0312,                  0.879,                0.91664,                  0.995,                0.68119,                0.85832,                 1.4024,                 1.2441,              0.0015449,              0.0015449,              0.0015449
                     76,                 0.6317,                0.88714,                 1.0694,                0.93369,                0.83333,                  0.929,                0.67437,                0.85817,                 1.4014,                 1.2189,              0.0015432,              0.0015432,              0.0015432
                     77,                0.62054,                0.92892,                 1.0509,                0.93369,                0.83333,                  0.929,                0.67437,                0.85817,                 1.4014,                 1.2189,              0.0015416,              0.0015416,              0.0015416
                     78,                0.65492,                 1.0063,                 1.1192,                 0.8435,                0.83333,                0.83127,                0.61164,                0.82597,                 1.7893,                 1.2447,              0.0015399,              0.0015399,              0.0015399
                     79,                0.60174,                 0.9002,                 1.0726,                0.82453,                0.82274,                0.83141,                0.57219,                0.98424,                 2.0873,                 1.3578,              0.0015383,              0.0015383,              0.0015383
                     80,                0.63951,                0.89632,                 1.0682,                0.92828,                 0.6781,                0.83098,                0.59348,                 1.0676,                 2.2142,                 1.4587,              0.0015366,              0.0015366,              0.0015366
                     81,                0.62909,                0.94557,                 1.1012,                0.92828,                 0.6781,                0.83098,                0.59348,                 1.0676,                 2.2142,                 1.4587,               0.001535,               0.001535,               0.001535
                     82,                0.63616,                0.90761,                 1.0749,                 0.9325,                0.68273,                0.83065,                 0.6812,                 1.0529,                  1.679,                 1.4533,              0.0015333,              0.0015333,              0.0015333
                     83,                0.60648,                0.89484,                 1.0634,                0.87781,                0.83333,                0.83053,                0.65348,                 1.0326,                 1.3913,                 1.4391,              0.0015317,              0.0015317,              0.0015317
                     84,                0.62363,                0.89052,                 1.0803,                0.88426,                0.83333,                 0.8304,                0.63102,                0.92986,                 1.2277,                 1.3706,                0.00153,                0.00153,                0.00153
                     85,                0.59471,                0.84198,                 1.0305,                0.88426,                0.83333,                 0.8304,                0.63102,                0.92986,                 1.2277,                 1.3706,              0.0015284,              0.0015284,              0.0015284
                     86,                0.55524,                0.80037,                 1.0358,                 0.8837,                0.77551,                0.83045,                0.58967,                0.97441,                 1.3273,                 1.3889,              0.0015267,              0.0015267,              0.0015267
                     87,                0.55501,                0.76729,                 1.0227,                0.91848,                0.66667,                0.78096,                0.55847,                0.98181,                 1.3337,                 1.4373,              0.0015251,              0.0015251,              0.0015251
                     88,                0.58517,                0.75525,                  1.076,                 0.8969,                0.83333,                0.83041,                0.57849,                0.96601,                   1.31,                 1.4405,              0.0015234,              0.0015234,              0.0015234
                     89,                0.55841,                0.79859,                 1.0013,                 0.8969,                0.83333,                0.83041,                0.57849,                0.96601,                   1.31,                 1.4405,              0.0015218,              0.0015218,              0.0015218
                     90,                0.52448,                 0.7391,                0.98591,                0.88821,                0.83333,                 0.8304,                0.59807,                0.96823,                  1.252,                  1.411,              0.0015201,              0.0015201,              0.0015201
                     91,                0.56969,                0.73747,                 1.0112,                0.81497,                0.81332,                0.83043,                0.55642,                 1.0553,                 1.3637,                 1.4102,              0.0015185,              0.0015185,              0.0015185
                     92,                 0.6107,                0.85188,                 1.0857,                0.95507,                0.83333,                0.83049,                0.61512,                 1.0787,                 1.2027,                 1.4563,              0.0015168,              0.0015168,              0.0015168
                     93,                0.52093,                0.70797,                0.97996,                0.95507,                0.83333,                0.83049,                0.61512,                 1.0787,                 1.2027,                 1.4563,              0.0015152,              0.0015152,              0.0015152
                     94,                0.54222,                 0.7224,                 1.0071,                 0.9551,                0.83333,                0.83058,                0.62361,                 1.1514,                 1.2874,                 1.5746,              0.0015135,              0.0015135,              0.0015135
                     95,                0.54342,                0.72785,                 1.0259,                0.96247,                0.83333,                0.83058,                0.61551,                 1.3249,                 1.2984,                 1.8335,              0.0015119,              0.0015119,              0.0015119
                     96,                 0.5777,                0.75483,                 1.0487,                0.97244,                0.83333,                0.83053,                 0.5492,                 1.5555,                 1.2765,                 1.9391,              0.0015102,              0.0015102,              0.0015102
                     97,                0.50367,                0.69682,                0.99426,                0.97244,                0.83333,                0.83053,                 0.5492,                 1.5555,                 1.2765,                 1.9391,              0.0015086,              0.0015086,              0.0015086
                     98,                0.65425,                0.86706,                 1.1251,                0.98207,                0.83333,                 0.8305,                0.61516,                 1.3994,                 1.3009,                  1.723,              0.0015069,              0.0015069,              0.0015069
                     99,                0.58625,                0.74038,                 1.0223,                0.98396,                0.83333,                0.83049,                0.64262,                 1.1674,                  1.137,                 1.4795,              0.0015053,              0.0015053,              0.0015053
                    100,                0.61084,                0.75618,                 1.0489,                0.95593,                0.83333,                0.83052,                 0.6485,                   1.12,                 1.1141,                 1.4181,              0.0015036,              0.0015036,              0.0015036
                    101,                0.58131,                0.72738,                 1.0279,                0.95593,                0.83333,                0.83052,                 0.6485,                   1.12,                 1.1141,                 1.4181,               0.001502,               0.001502,               0.001502
                    102,                0.55308,                0.69253,                 1.0043,                0.92727,                0.83011,                0.83055,                0.59908,                  1.174,                 1.2378,                  1.474,              0.0015003,              0.0015003,              0.0015003
                    103,                0.56894,                0.71284,                 1.0622,                0.92512,                0.82941,                 0.8306,                0.57323,                  1.175,                 1.2495,                 1.5091,              0.0014987,              0.0014987,              0.0014987
                    104,                0.53565,                0.66406,                 1.0032,                0.88293,                0.81299,                0.83062,                0.57618,                 1.1173,                 1.2681,                 1.5229,               0.001497,               0.001497,               0.001497
                    105,                0.59118,                0.70604,                 1.0348,                0.88293,                0.81299,                0.83062,                0.57618,                 1.1173,                 1.2681,                 1.5229,              0.0014954,              0.0014954,              0.0014954
                    106,                0.59247,                0.72553,                 1.0652,                0.88219,                0.81345,                0.83058,                0.59255,                 1.0941,                 1.2331,                 1.4773,              0.0014937,              0.0014937,              0.0014937
                    107,                0.65958,                0.78565,                 1.1187,                0.93479,                0.83068,                0.83068,                0.67543,                0.95998,                 1.1237,                 1.3584,              0.0014921,              0.0014921,              0.0014921
                    108,                0.63466,                0.70454,                 1.0322,                0.96494,                0.83333,                0.84179,                0.70225,                0.79793,                0.91172,                 1.2243,              0.0014904,              0.0014904,              0.0014904
                    109,                  0.586,                0.69352,                 1.0408,                0.96494,                0.83333,                0.84179,                0.70225,                0.79793,                0.91172,                 1.2243,              0.0014888,              0.0014888,              0.0014888
                    110,                0.57715,                 0.6793,                 1.0253,                0.96079,                0.83333,                 0.8795,                0.67563,                0.89233,                0.85966,                 1.3157,              0.0014871,              0.0014871,              0.0014871
                    111,                0.51035,                0.63094,                0.98868,                0.96044,                0.83333,                0.83635,                0.65677,                0.92554,                0.89727,                 1.3946,              0.0014855,              0.0014855,              0.0014855
                    112,                0.64186,                0.71284,                 1.0485,                0.95373,                0.83333,                0.83085,                0.62578,                0.94523,                0.96496,                 1.3658,              0.0014838,              0.0014838,              0.0014838
                    113,                0.58529,                0.63543,                 1.0235,                0.95373,                0.83333,                0.83085,                0.62578,                0.94523,                0.96496,                 1.3658,              0.0014822,              0.0014822,              0.0014822
                    114,                0.60501,                0.66001,                 1.0384,                0.96312,                0.83333,                0.83105,                0.64313,                0.95992,                 1.2126,                 1.3644,              0.0014805,              0.0014805,              0.0014805
                    115,                0.57522,                0.62851,                  1.042,                0.96584,                0.83333,                0.83127,                0.57764,                 1.1189,                 1.3168,                 1.5153,              0.0014789,              0.0014789,              0.0014789
                    116,                0.57996,                0.66112,                 1.0292,                0.96412,                0.83333,                0.83103,                0.64818,                0.98359,                 1.1274,                 1.4257,              0.0014772,              0.0014772,              0.0014772
                    117,                0.56505,                 0.6183,                 1.0036,                0.96412,                0.83333,                0.83103,                0.64818,                0.98359,                 1.1274,                 1.4257,              0.0014756,              0.0014756,              0.0014756
                    118,                0.53169,                0.62531,                 1.0002,                0.95329,                0.82263,                 0.8309,                0.68683,                0.86989,                 1.0497,                 1.3228,              0.0014739,              0.0014739,              0.0014739
                    119,                0.57097,                  0.703,                  1.052,                0.93115,                0.83269,                0.83081,                0.68947,                0.81759,                0.94488,                 1.2803,              0.0014723,              0.0014723,              0.0014723
                    120,                0.52956,                0.60909,                0.96306,                0.93297,                0.83333,                0.83081,                0.65619,                 0.8152,                0.89955,                 1.2653,              0.0014706,              0.0014706,              0.0014706
                    121,                0.54165,                0.57842,                  1.002,                0.93297,                0.83333,                0.83081,                0.65619,                 0.8152,                0.89955,                 1.2653,               0.001469,               0.001469,               0.001469
                    122,                0.55606,                0.61546,                 1.0398,                0.94899,                0.83333,                0.83087,                0.66463,                0.79315,                 0.8654,                 1.2553,              0.0014673,              0.0014673,              0.0014673
                    123,                0.60789,                0.65144,                 1.0319,                0.94685,                0.83333,                  0.831,                0.69007,                0.81379,                0.89317,                 1.2617,              0.0014657,              0.0014657,              0.0014657
                    124,                0.57052,                 0.6026,                0.99245,                0.91814,                 0.8284,                0.83107,                0.64302,                0.86724,                0.90566,                 1.2485,               0.001464,               0.001464,               0.001464
                    125,                0.56145,                0.58243,                 1.0186,                0.91814,                 0.8284,                0.83107,                0.64302,                0.86724,                0.90566,                 1.2485,              0.0014624,              0.0014624,              0.0014624
                    126,                0.60343,                0.63603,                 1.0705,                0.91872,                0.82806,                0.83104,                0.64299,                0.86048,                0.91069,                 1.2544,              0.0014607,              0.0014607,              0.0014607
                    127,                0.57004,                0.59088,                 1.0163,                0.95216,                0.83333,                 0.8309,                0.65436,                0.88813,                0.97276,                 1.2961,              0.0014591,              0.0014591,              0.0014591
                    128,                 0.5729,                0.65135,                 1.0458,                0.96553,                0.83333,                0.83119,                0.68163,                0.88665,                 1.0383,                 1.3106,              0.0014574,              0.0014574,              0.0014574
                    129,                0.59875,                 0.6075,                  1.025,                0.96553,                0.83333,                0.83119,                0.68163,                0.88665,                 1.0383,                 1.3106,              0.0014558,              0.0014558,              0.0014558
                    130,                0.56311,                0.63168,                 1.0318,                0.95667,                0.83333,                0.83244,                0.64948,                0.90032,                0.99765,                 1.2831,              0.0014541,              0.0014541,              0.0014541
                    131,                0.54086,                0.59952,                 1.0433,                0.95646,                0.83333,                0.83421,                0.66469,                0.96309,                0.98136,                 1.3288,              0.0014525,              0.0014525,              0.0014525
                    132,                 0.5758,                0.64254,                 1.0305,                0.96024,                0.83333,                0.83421,                0.62767,                 1.0861,                 1.0209,                 1.4406,              0.0014508,              0.0014508,              0.0014508
                    133,                0.58265,                0.62366,                 1.0589,                0.96024,                0.83333,                0.83421,                0.62767,                 1.0861,                 1.0209,                 1.4406,              0.0014492,              0.0014492,              0.0014492
                    134,                0.60497,                 0.6471,                 1.0648,                0.96296,                0.83333,                0.83481,                 0.6232,                 1.0951,                0.99262,                 1.4886,              0.0014475,              0.0014475,              0.0014475
                    135,                 0.6046,                0.58934,                 1.0718,                0.95747,                0.83333,                0.83647,                0.62565,                 1.0282,                0.87046,                 1.4571,              0.0014459,              0.0014459,              0.0014459
                    136,                0.59847,                0.62145,                 1.0498,                0.96396,                0.83333,                 0.8358,                0.61726,                 1.0249,                0.88722,                 1.4752,              0.0014442,              0.0014442,              0.0014442
                    137,                0.55025,                0.56355,                 1.0053,                0.96396,                0.83333,                 0.8358,                0.61726,                 1.0249,                0.88722,                 1.4752,              0.0014426,              0.0014426,              0.0014426
                    138,                0.57208,                0.61024,                 1.0767,                0.96896,                0.83333,                0.83543,                0.66738,                 1.0508,                0.91287,                  1.542,              0.0014409,              0.0014409,              0.0014409
                    139,                 0.5585,                0.54687,                 1.0023,                0.97597,                0.83333,                0.83455,                0.63928,                 1.1506,                0.93014,                 1.6317,              0.0014393,              0.0014393,              0.0014393
                    140,                0.53865,                 0.5414,                  1.003,                0.97391,                0.83333,                0.83495,                0.69534,                 1.0452,                0.91559,                 1.5258,              0.0014376,              0.0014376,              0.0014376
                    141,                0.55172,                0.60477,                 1.0751,                0.97391,                0.83333,                0.83495,                0.69534,                 1.0452,                0.91559,                 1.5258,               0.001436,               0.001436,               0.001436
                    142,                0.50759,                0.52602,                  1.001,                 0.9566,                0.83333,                0.83647,                0.68538,                0.93209,                0.88451,                 1.3588,              0.0014343,              0.0014343,              0.0014343
                    143,                0.52869,                0.52117,                0.98406,                0.95163,                0.83333,                0.83495,                0.71183,                0.94078,                0.95214,                 1.3034,              0.0014327,              0.0014327,              0.0014327
                    144,                0.50018,                0.52143,                   1.01,                0.93819,                0.83333,                0.83432,                0.69485,                0.92793,                 1.0053,                 1.3256,               0.001431,               0.001431,               0.001431
                    145,                0.48792,                0.52774,                0.97905,                0.93819,                0.83333,                0.83432,                0.69485,                0.92793,                 1.0053,                 1.3256,              0.0014294,              0.0014294,              0.0014294
                    146,                0.47077,                0.50875,                0.95702,                 0.9127,                 0.8313,                0.83244,                0.69901,                0.89478,                0.98578,                  1.309,              0.0014277,              0.0014277,              0.0014277
                    147,                0.51982,                0.52201,                0.97852,                0.92453,                 0.8319,                0.83114,                0.68159,                0.87586,                0.89936,                 1.2871,              0.0014261,              0.0014261,              0.0014261
                    148,                0.53774,                0.54225,                 0.9822,                0.94546,                0.83333,                0.95375,                0.75515,                0.83112,                0.80531,                 1.2391,              0.0014244,              0.0014244,              0.0014244
                    149,                0.50768,                0.51794,                0.99259,                0.94546,                0.83333,                0.95375,                0.75515,                0.83112,                0.80531,                 1.2391,              0.0014228,              0.0014228,              0.0014228
                    150,                0.53765,                0.58436,                 1.0064,                0.88317,                0.94611,                  0.995,                0.77416,                0.81029,                0.67155,                 1.2593,              0.0014211,              0.0014211,              0.0014211
                    151,                0.52533,                0.52333,                0.99343,                0.88173,                0.97728,                  0.995,                0.72685,                0.84156,                0.73428,                 1.2861,              0.0014195,              0.0014195,              0.0014195
                    152,                0.52947,                0.53725,                 1.0098,                0.93132,                0.83333,                0.95375,                0.74934,                0.79566,                0.77517,                 1.2285,              0.0014178,              0.0014178,              0.0014178
                    153,                0.55923,                0.55978,                 1.0042,                0.93132,                0.83333,                0.95375,                0.74934,                0.79566,                0.77517,                 1.2285,              0.0014161,              0.0014161,              0.0014161
                    154,                0.52601,                0.52266,                0.99518,                0.93786,                0.83333,                0.95375,                0.72621,                0.81372,                0.79377,                 1.2064,              0.0014145,              0.0014145,              0.0014145
                    155,                0.50947,                0.47571,                0.96712,                0.95082,                0.83333,                0.95375,                0.73326,                0.80204,                0.78373,                 1.2002,              0.0014128,              0.0014128,              0.0014128
